,league,season,team_x,player_name,nationality,position,age,YOB,MP,Starts,Min,90s_r,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Unnamed: 78,Unnamed: 79,xA,A-xAG,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Live,Dead,FK.1,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp.4,Off,Blocks,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,SCA,SCA90,PassLive,PassDead,TO,Sh.1,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.2,Fld.1,Def.1,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Lost,Blocks.1,Sh.3,Pass,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live.1,Att.5,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.1,PrgDist.1,PrgC.1,1/3,CPA,Mis,Dis,Rec,PrgR.1,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,MP.1,Min.1,Mn/MP,Min%,90s,Starts.1,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,team_id,player_id,league_id,market_value_in_eur,team_y
666,ITA-Serie A,1920,Udinese,Walace,BRA,MF,24.0,1995.0,20.0,12.0,1139.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.6,1.4,19.0,59.0,11.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,BRA,MF,24.0,1995.0,12.7,0.0,11.0,2.0,18.2,0.87,0.16,0.0,0.0,20.4,1.0,0.0,0.0,0.8,0.8,0.07,-0.8,-0.8,BRA,MF,24.0,1995.0,12.7,600.0,679.0,88.4,9722.0,2715.0,296.0,318.0,93.1,233.0,259.0,90.0,50.0,64.0,78.1,0.0,0.6,0.3,-0.6,9.0,48.0,7.0,0.0,59.0,BRA,MF,24.0,1995.0,12.7,679.0,668.0,11.0,9.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,600.0,0.0,8.0,BRA,MF,24.0,1995.0,12.7,24.0,1.9,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,BRA,MF,24.0,1995.0,12.7,28.0,9.0,19.0,6.0,3.0,13.0,42.0,31.0,29.0,14.0,6.0,8.0,33.0,61.0,19.0,0.0,BRA,MF,24.0,1995.0,12.7,844.0,38.0,250.0,480.0,130.0,9.0,844.0,16.0,13.0,81.3,3.0,18.8,521.0,2553.0,1275.0,19.0,26.0,1.0,33.0,17.0,559.0,11.0,BRA,MF,24.0,1995.0,20,1139.0,57.0,33.3,12.7,12,82.0,6.0,8,20.0,17,1.25,15.0,15.0,0.0,0.0,0.55,14.6,17.7,-3.2,-0.25,0.09,410,323954,IT1,4900000.0,Udinese Calcio
667,ITA-Serie A,2021,Atalanta,Berat Djimsiti,ALB,DF,27.0,1993.0,33.0,28.0,2625.0,29.2,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,1.7,1.7,2.3,4.1,42.0,150.0,51.0,0.0,0.1,0.1,0.0,0.1,0.06,0.08,0.14,0.06,0.14,ALB,DF,27.0,1993.0,29.2,0.0,20.0,1.0,5.0,0.69,0.03,0.0,0.0,11.2,0.0,0.0,0.0,1.7,1.7,0.09,-1.7,-1.7,ALB,DF,27.0,1993.0,29.2,1568.0,1798.0,87.2,25553.0,8946.0,777.0,845.0,92.0,634.0,706.0,89.8,113.0,166.0,68.1,3.0,2.3,2.5,0.7,21.0,135.0,23.0,2.0,150.0,ALB,DF,27.0,1993.0,29.2,1798.0,1706.0,91.0,40.0,0.0,10.0,9.0,51.0,0.0,0.0,0.0,0.0,1568.0,1.0,17.0,ALB,DF,27.0,1993.0,29.2,40.0,1.37,32.0,2.0,1.0,5.0,0.0,0.0,7.0,0.24,4.0,1.0,0.0,2.0,0.0,0.0,ALB,DF,27.0,1993.0,29.2,41.0,29.0,27.0,12.0,2.0,17.0,34.0,50.0,17.0,34.0,20.0,14.0,62.0,103.0,89.0,1.0,ALB,DF,27.0,1993.0,29.2,2093.0,161.0,737.0,1051.0,318.0,49.0,2093.0,13.0,10.0,76.9,3.0,23.1,1209.0,5954.0,3254.0,42.0,52.0,5.0,25.0,9.0,1367.0,51.0,ALB,DF,27.0,1993.0,33,2625.0,80.0,76.8,29.2,28,86.0,23.0,5,42.0,2,2.03,69.0,34.0,35.0,1.2,0.29,57.6,31.5,26.1,0.89,0.04,800,165513,IT1,20250000.0,Atalanta BC
668,ITA-Serie A,2021,Atalanta,Bosko Sutalo,CRO,DF,20.0,2000.0,7.0,3.0,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,CRO,DF,20.0,2000.0,2.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CRO,DF,20.0,2000.0,2.6,128.0,165.0,77.6,1813.0,671.0,82.0,97.0,84.5,36.0,47.0,76.6,7.0,8.0,87.5,0.0,0.1,0.3,-0.1,2.0,7.0,0.0,0.0,10.0,CRO,DF,20.0,2000.0,2.6,165.0,154.0,11.0,4.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,128.0,0.0,8.0,CRO,DF,20.0,2000.0,2.6,4.0,1.55,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRO,DF,20.0,2000.0,2.6,5.0,5.0,0.0,3.0,2.0,4.0,5.0,80.0,1.0,2.0,1.0,1.0,2.0,7.0,7.0,1.0,CRO,DF,20.0,2000.0,2.6,194.0,7.0,69.0,91.0,37.0,4.0,194.0,3.0,2.0,66.7,1.0,33.3,86.0,497.0,325.0,6.0,3.0,0.0,3.0,1.0,119.0,9.0,CRO,DF,20.0,2000.0,7,233.0,33.0,6.8,2.6,3,65.0,1.0,4,9.0,24,2.29,4.0,3.0,1.0,0.39,-0.8,5.0,2.5,2.5,0.98,0.1,276,431698,IT1,3333333.3333333335,Hellas Verona
669,ITA-Serie A,2021,Atalanta,Duván Zapata,COL,FW,29.0,1991.0,37.0,29.0,2379.0,26.4,15.0,9.0,24.0,14.0,1.0,1.0,0.0,0.0,15.2,14.4,5.4,19.7,88.0,48.0,329.0,0.57,0.34,0.91,0.53,0.87,0.57,0.2,0.78,0.54,0.75,COL,FW,29.0,1991.0,26.4,15.0,98.0,38.0,38.8,3.71,1.44,0.14,0.37,13.6,0.0,1.0,1.0,15.2,14.4,0.15,-0.2,-0.4,COL,FW,29.0,1991.0,26.4,614.0,817.0,75.2,8101.0,976.0,394.0,465.0,84.7,163.0,210.0,77.6,25.0,43.0,58.1,9.0,5.4,5.4,3.6,42.0,16.0,23.0,3.0,48.0,COL,FW,29.0,1991.0,26.4,817.0,758.0,56.0,1.0,0.0,5.0,48.0,5.0,0.0,0.0,0.0,0.0,614.0,3.0,41.0,COL,FW,29.0,1991.0,26.4,105.0,3.97,80.0,1.0,6.0,10.0,8.0,0.0,15.0,0.57,13.0,0.0,0.0,0.0,2.0,0.0,COL,FW,29.0,1991.0,26.4,12.0,5.0,2.0,3.0,7.0,4.0,13.0,30.8,9.0,19.0,5.0,14.0,6.0,18.0,19.0,0.0,COL,FW,29.0,1991.0,26.4,1214.0,24.0,57.0,374.0,798.0,221.0,1213.0,85.0,34.0,40.0,51.0,60.0,836.0,4620.0,1892.0,88.0,46.0,56.0,114.0,65.0,1009.0,329.0,COL,FW,29.0,1991.0,37,2379.0,64.0,69.6,26.4,29,73.0,3.0,8,34.0,0,2.03,60.0,33.0,27.0,1.02,-0.36,50.4,29.7,20.7,0.78,-0.34,800,73794,IT1,35333333.333333336,Atalanta BC
670,ITA-Serie A,2021,Atalanta,Francesco Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA,GK,29.0,1991.0,0,,,,,0,,0.0,0,,38,,,,,,,,,,,,800,126634,IT1,100000.0,Atalanta BC
671,ITA-Serie A,2021,Atalanta,Hans Hateboer,NED,DF,26.0,1994.0,22.0,20.0,1762.0,19.6,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,3.2,3.2,1.8,5.0,41.0,78.0,159.0,0.1,0.05,0.15,0.1,0.15,0.16,0.09,0.25,0.16,0.25,NED,DF,26.0,1994.0,19.6,2.0,27.0,13.0,48.1,1.38,0.66,0.07,0.15,12.1,0.0,0.0,0.0,3.2,3.2,0.12,-1.2,-1.2,NED,DF,26.0,1994.0,19.6,857.0,992.0,86.4,12183.0,4072.0,523.0,569.0,91.9,268.0,314.0,85.4,38.0,53.0,71.7,1.0,1.8,1.7,-0.8,20.0,51.0,19.0,11.0,78.0,NED,DF,26.0,1994.0,19.6,992.0,866.0,125.0,10.0,0.0,6.0,24.0,115.0,0.0,0.0,0.0,0.0,857.0,1.0,18.0,NED,DF,26.0,1994.0,19.6,49.0,2.5,42.0,1.0,1.0,5.0,0.0,0.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,NED,DF,26.0,1994.0,19.6,28.0,17.0,12.0,14.0,2.0,13.0,23.0,56.5,10.0,8.0,1.0,7.0,17.0,45.0,9.0,0.0,NED,DF,26.0,1994.0,19.6,1147.0,24.0,218.0,498.0,439.0,67.0,1147.0,13.0,5.0,38.5,8.0,61.5,681.0,3003.0,1719.0,41.0,30.0,7.0,28.0,12.0,812.0,159.0,NED,DF,26.0,1994.0,22,1762.0,80.0,51.5,19.6,20,85.0,15.0,2,27.0,1,2.18,57.0,23.0,34.0,1.74,1.25,43.2,20.9,22.4,1.14,0.53,800,275303,IT1,17333333.333333332,Atalanta BC
672,ITA-Serie A,2021,Atalanta,José Luis Palomino,ARG,DF,30.0,1990.0,36.0,25.0,2428.0,27.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,1.1,16.0,136.0,14.0,0.04,0.07,0.11,0.04,0.11,0.01,0.03,0.04,0.01,0.04,ARG,DF,30.0,1990.0,27.0,1.0,4.0,1.0,25.0,0.15,0.04,0.25,1.0,25.9,0.0,0.0,0.0,0.3,0.3,0.07,0.7,0.7,ARG,DF,30.0,1990.0,27.0,1273.0,1554.0,81.9,23856.0,8941.0,462.0,523.0,88.3,655.0,739.0,88.6,134.0,242.0,55.4,2.0,0.8,0.6,1.2,9.0,93.0,2.0,0.0,136.0,ARG,DF,30.0,1990.0,27.0,1554.0,1470.0,79.0,60.0,0.0,4.0,14.0,19.0,0.0,0.0,0.0,0.0,1273.0,5.0,15.0,ARG,DF,30.0,1990.0,27.0,16.0,0.59,15.0,0.0,0.0,0.0,0.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,ARG,DF,30.0,1990.0,27.0,67.0,33.0,41.0,19.0,7.0,24.0,48.0,50.0,24.0,30.0,16.0,14.0,79.0,146.0,60.0,2.0,ARG,DF,30.0,1990.0,27.0,1831.0,153.0,836.0,914.0,97.0,17.0,1831.0,2.0,2.0,100.0,0.0,0.0,982.0,4780.0,2169.0,16.0,12.0,2.0,13.0,5.0,1026.0,14.0,ARG,DF,30.0,1990.0,36,2428.0,67.0,71.0,27.0,25,88.0,23.0,11,21.0,1,2.06,61.0,35.0,26.0,0.96,-0.58,52.0,30.4,21.7,0.8,-0.29,800,125020,IT1,9666666.666666666,Atalanta BC
673,ITA-Serie A,2021,Atalanta,Luis Muriel,COL,FW,29.0,1991.0,36.0,16.0,1436.0,16.0,22.0,7.0,29.0,20.0,2.0,3.0,0.0,0.0,15.5,13.1,4.5,17.7,70.0,83.0,218.0,1.38,0.44,1.82,1.25,1.69,0.97,0.28,1.25,0.82,1.11,COL,FW,29.0,1991.0,16.0,22.0,84.0,36.0,42.9,5.26,2.26,0.24,0.56,18.0,8.0,2.0,3.0,15.5,13.1,0.16,6.5,6.9,COL,FW,29.0,1991.0,16.0,496.0,717.0,69.2,7546.0,2047.0,275.0,337.0,81.6,155.0,212.0,73.1,42.0,98.0,42.9,7.0,4.5,4.1,2.5,47.0,35.0,39.0,3.0,83.0,COL,FW,29.0,1991.0,16.0,717.0,635.0,80.0,11.0,2.0,8.0,82.0,7.0,46.0,29.0,16.0,0.0,496.0,2.0,25.0,COL,FW,29.0,1991.0,16.0,103.0,6.45,68.0,11.0,13.0,6.0,4.0,1.0,21.0,1.31,12.0,2.0,4.0,2.0,0.0,1.0,COL,FW,29.0,1991.0,16.0,20.0,9.0,4.0,8.0,8.0,9.0,26.0,34.6,17.0,17.0,0.0,17.0,7.0,27.0,4.0,0.0,COL,FW,29.0,1991.0,16.0,999.0,4.0,43.0,326.0,643.0,125.0,996.0,90.0,53.0,58.9,37.0,41.1,602.0,3845.0,1771.0,70.0,35.0,39.0,59.0,50.0,754.0,218.0,COL,FW,29.0,1991.0,36,1436.0,40.0,42.0,16.0,16,61.0,0.0,20,23.0,1,2.14,48.0,20.0,28.0,1.75,1.07,35.2,14.1,21.1,1.32,0.75,800,119228,IT1,25000000.0,Atalanta BC
674,ITA-Serie A,2021,Atalanta,Marco Sportiello,ITA,GK,28.0,1992.0,15.0,13.0,1261.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,28.0,1992.0,14.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,ITA,GK,28.0,1992.0,14.0,315.0,376.0,83.8,8191.0,5344.0,64.0,64.0,100.0,160.0,160.0,100.0,89.0,149.0,59.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,ITA,GK,28.0,1992.0,14.0,376.0,295.0,80.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,1.0,0.0,ITA,GK,28.0,1992.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,28.0,1992.0,14.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,2.0,4.0,5.0,1.0,ITA,GK,28.0,1992.0,14.0,403.0,319.0,402.0,1.0,0.0,0.0,403.0,0.0,0.0,,0.0,,248.0,883.0,520.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,ITA,GK,28.0,1992.0,15,1261.0,84.0,36.9,14.0,13,90.0,13.0,2,46.0,23,1.93,35.0,21.0,14.0,1.0,-0.21,27.3,14.4,12.8,0.92,0.05,800,199976,IT1,1833333.3333333333,Atalanta BC
675,ITA-Serie A,2021,Atalanta,Marten de Roon,NED,MF,29.0,1991.0,35.0,33.0,3021.0,33.6,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,0.6,0.6,0.9,1.6,37.0,245.0,34.0,0.03,0.03,0.06,0.03,0.06,0.02,0.03,0.05,0.02,0.05,NED,MF,29.0,1991.0,33.6,1.0,17.0,3.0,17.6,0.51,0.09,0.06,0.33,26.2,0.0,0.0,0.0,0.6,0.6,0.04,0.4,0.4,NED,MF,29.0,1991.0,33.6,1865.0,2205.0,84.6,34012.0,11402.0,783.0,873.0,89.7,872.0,964.0,90.5,191.0,286.0,66.8,1.0,0.9,1.8,0.1,19.0,264.0,21.0,2.0,245.0,NED,MF,29.0,1991.0,33.6,2205.0,2114.0,80.0,65.0,0.0,20.0,16.0,15.0,0.0,0.0,0.0,0.0,1865.0,11.0,20.0,NED,MF,29.0,1991.0,33.6,70.0,2.09,66.0,2.0,0.0,0.0,0.0,2.0,7.0,0.21,6.0,0.0,0.0,0.0,0.0,1.0,NED,MF,29.0,1991.0,33.6,80.0,48.0,30.0,36.0,14.0,36.0,84.0,42.9,48.0,44.0,9.0,35.0,69.0,149.0,40.0,0.0,NED,MF,29.0,1991.0,33.6,2491.0,74.0,540.0,1527.0,439.0,13.0,2491.0,16.0,12.0,75.0,4.0,25.0,1412.0,5755.0,3080.0,37.0,42.0,5.0,17.0,10.0,1627.0,34.0,NED,MF,29.0,1991.0,35,3021.0,86.0,88.3,33.6,33,89.0,31.0,2,40.0,0,2.03,78.0,42.0,36.0,1.07,-0.51,65.4,36.7,28.7,0.86,-0.26,800,133179,IT1,22000000.0,Atalanta BC
676,ITA-Serie A,2021,Atalanta,Matteo Ruggeri,ITA,DF,18.0,2002.0,6.0,3.0,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,ITA,DF,18.0,2002.0,2.3,0.0,2.0,0.0,0.0,0.87,0.0,0.0,,14.4,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,ITA,DF,18.0,2002.0,2.3,94.0,119.0,79.0,1368.0,489.0,58.0,61.0,95.1,29.0,45.0,64.4,6.0,9.0,66.7,0.0,0.0,0.3,0.0,1.0,4.0,1.0,1.0,4.0,ITA,DF,18.0,2002.0,2.3,119.0,108.0,11.0,2.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,ITA,DF,18.0,2002.0,2.3,4.0,1.73,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,18.0,2002.0,2.3,3.0,0.0,1.0,2.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,4.0,7.0,2.0,0.0,ITA,DF,18.0,2002.0,2.3,138.0,4.0,36.0,51.0,52.0,3.0,138.0,1.0,1.0,100.0,0.0,0.0,70.0,365.0,204.0,6.0,3.0,0.0,3.0,0.0,100.0,14.0,ITA,DF,18.0,2002.0,6,208.0,35.0,6.1,2.3,3,60.0,0.0,3,10.0,24,1.33,4.0,5.0,-1.0,-0.43,-1.67,2.8,3.6,-0.8,-0.34,-1.31,800,616631,IT1,1500000.0,Atalanta BC
677,ITA-Serie A,2021,Atalanta,Rafael Tolói,ITA,DF,29.0,1990.0,31.0,29.0,2537.0,28.2,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,3.3,3.3,1.2,4.5,40.0,157.0,77.0,0.07,0.0,0.07,0.07,0.07,0.12,0.04,0.16,0.12,0.16,ITA,DF,29.0,1990.0,28.2,2.0,29.0,8.0,27.6,1.03,0.28,0.07,0.25,12.9,0.0,0.0,0.0,3.3,3.3,0.11,-1.3,-1.3,ITA,DF,29.0,1990.0,28.2,1394.0,1698.0,82.1,24390.0,8805.0,669.0,718.0,93.2,564.0,662.0,85.2,140.0,243.0,57.6,0.0,1.2,1.5,-1.2,15.0,160.0,18.0,5.0,157.0,ITA,DF,29.0,1990.0,28.2,1698.0,1606.0,88.0,37.0,1.0,15.0,30.0,51.0,0.0,0.0,0.0,0.0,1394.0,4.0,36.0,ITA,DF,29.0,1990.0,28.2,45.0,1.6,37.0,1.0,1.0,2.0,2.0,2.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,29.0,1990.0,28.2,51.0,23.0,21.0,26.0,4.0,26.0,48.0,54.2,22.0,37.0,7.0,30.0,33.0,84.0,66.0,0.0,ITA,DF,29.0,1990.0,28.2,1959.0,103.0,616.0,990.0,374.0,52.0,1959.0,16.0,8.0,50.0,8.0,50.0,1092.0,4863.0,2823.0,40.0,36.0,3.0,22.0,13.0,1317.0,77.0,ITA,DF,29.0,1990.0,31,2537.0,82.0,74.2,28.2,29,85.0,23.0,2,32.0,1,1.9,63.0,36.0,27.0,0.96,-0.67,54.3,30.4,23.9,0.85,-0.15,800,72441,IT1,14666666.666666666,Atalanta BC
678,ITA-Serie A,2021,Atalanta,Viktor Kovalenko,UKR,FW,24.0,1996.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UKR,FW,24.0,1996.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,UKR,FW,24.0,1996.0,0.0,1.0,1.0,100.0,8.0,5.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UKR,FW,24.0,1996.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UKR,FW,24.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UKR,FW,24.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,UKR,FW,24.0,1996.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,UKR,FW,24.0,1996.0,1,4.0,4.0,0.1,0.0,0,,0.0,1,4.0,13,3.0,0.0,0.0,0.0,0.0,-1.13,0.0,0.0,0.0,0.72,-0.17,3522,203842,IT1,4750000.0,Spezia Calcio
679,ITA-Serie A,2021,Benevento,Amadou Diambo,GHA,FW,19.0,2001.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHA,FW,19.0,2001.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,GHA,FW,19.0,2001.0,0.0,7.0,7.0,100.0,88.0,18.0,5.0,5.0,100.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHA,FW,19.0,2001.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,GHA,FW,19.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHA,FW,19.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHA,FW,19.0,2001.0,0.0,8.0,0.0,0.0,5.0,3.0,0.0,8.0,2.0,2.0,100.0,0.0,0.0,8.0,29.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,GHA,FW,19.0,2001.0,1,3.0,3.0,0.1,0.0,0,,0.0,1,3.0,6,1.0,0.0,0.0,0.0,0.0,0.92,0.0,0.1,-0.1,-1.59,-0.97,4171,708868,IT1,175000.0,
680,ITA-Serie A,2021,Benevento,Andrés Tello,COL,"DF,MF",23.0,1996.0,17.0,2.0,413.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.4,12.0,20.0,17.0,0.22,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,COL,"DF,MF",23.0,1996.0,4.6,1.0,7.0,3.0,42.9,1.53,0.65,0.14,0.33,15.9,0.0,0.0,0.0,0.3,0.3,0.04,0.7,0.7,COL,"DF,MF",23.0,1996.0,4.6,133.0,191.0,69.6,2095.0,760.0,70.0,81.0,86.4,47.0,72.0,65.3,10.0,22.0,45.5,0.0,0.0,0.2,0.0,1.0,12.0,3.0,0.0,20.0,COL,"DF,MF",23.0,1996.0,4.6,191.0,172.0,17.0,2.0,0.0,2.0,10.0,13.0,2.0,0.0,1.0,0.0,133.0,2.0,5.0,COL,"DF,MF",23.0,1996.0,4.6,3.0,0.65,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,"DF,MF",23.0,1996.0,4.6,9.0,6.0,8.0,0.0,1.0,5.0,20.0,25.0,15.0,8.0,1.0,7.0,6.0,15.0,6.0,0.0,COL,"DF,MF",23.0,1996.0,4.6,255.0,17.0,76.0,103.0,79.0,12.0,255.0,10.0,5.0,50.0,5.0,50.0,107.0,546.0,304.0,12.0,4.0,2.0,9.0,3.0,140.0,17.0,COL,"DF,MF",23.0,1996.0,17,413.0,24.0,12.1,4.6,2,79.0,1.0,15,17.0,14,1.0,8.0,7.0,1.0,0.22,1.3,4.2,7.9,-3.6,-0.8,-0.2,4171,331389,IT1,883333.3333333334,
