,league,season,team_x,player_name,nationality,position,age,YOB,MP,Starts,Min,90s_r,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Unnamed: 78,Unnamed: 79,xA,A-xAG,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Live,Dead,FK.1,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp.4,Off,Blocks,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,SCA,SCA90,PassLive,PassDead,TO,Sh.1,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.2,Fld.1,Def.1,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Lost,Blocks.1,Sh.3,Pass,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live.1,Att.5,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.1,PrgDist.1,PrgC.1,1/3,CPA,Mis,Dis,Rec,PrgR.1,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,MP.1,Min.1,Mn/MP,Min%,90s,Starts.1,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,team_id,player_id,league_id,market_value_in_eur,team_y
681,ITA-Serie A,2021,Benevento,Christian Pastina,ITA,DF,19.0,2001.0,3.0,0.0,121.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,3.0,4.0,1.0,0.0,0.74,0.74,0.0,0.74,0.0,0.31,0.31,0.0,0.31,ITA,DF,19.0,2001.0,1.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,ITA,DF,19.0,2001.0,1.3,56.0,67.0,83.6,1105.0,287.0,25.0,27.0,92.6,20.0,24.0,83.3,10.0,14.0,71.4,1.0,0.4,0.1,0.6,1.0,3.0,1.0,1.0,4.0,ITA,DF,19.0,2001.0,1.3,67.0,62.0,5.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,ITA,DF,19.0,2001.0,1.3,2.0,1.49,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.74,1.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,19.0,2001.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,0.0,ITA,DF,19.0,2001.0,1.3,80.0,10.0,25.0,50.0,5.0,0.0,80.0,0.0,0.0,,0.0,,36.0,142.0,97.0,3.0,0.0,0.0,0.0,0.0,56.0,1.0,ITA,DF,19.0,2001.0,3,121.0,40.0,3.5,1.3,0,,0.0,3,40.0,30,0.33,2.0,5.0,-3.0,-2.23,-1.36,1.0,4.1,-3.1,-2.33,-1.77,4171,476624,IT1,350000.0,
682,ITA-Serie A,2021,Benevento,Daam Foulon,BEL,DF,21.0,1999.0,23.0,11.0,1021.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,16.0,36.0,20.0,0.0,0.09,0.09,0.0,0.09,0.0,0.01,0.02,0.0,0.02,BEL,DF,21.0,1999.0,11.3,0.0,1.0,0.0,0.0,0.09,0.0,0.0,,30.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,BEL,DF,21.0,1999.0,11.3,321.0,447.0,71.8,5175.0,2031.0,159.0,194.0,82.0,133.0,174.0,76.4,20.0,50.0,40.0,1.0,0.2,0.3,0.8,4.0,23.0,7.0,4.0,36.0,BEL,DF,21.0,1999.0,11.3,447.0,354.0,92.0,12.0,0.0,0.0,27.0,79.0,1.0,0.0,1.0,0.0,321.0,1.0,13.0,BEL,DF,21.0,1999.0,11.3,10.0,0.88,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,BEL,DF,21.0,1999.0,11.3,26.0,15.0,21.0,5.0,0.0,16.0,28.0,57.1,12.0,12.0,3.0,9.0,14.0,40.0,34.0,0.0,BEL,DF,21.0,1999.0,11.3,556.0,48.0,222.0,227.0,116.0,3.0,556.0,14.0,6.0,42.9,8.0,57.1,265.0,1420.0,871.0,16.0,11.0,1.0,11.0,4.0,316.0,20.0,BEL,DF,21.0,1999.0,23,1021.0,44.0,29.9,11.3,11,68.0,3.0,12,23.0,4,1.04,11.0,18.0,-7.0,-0.62,0.43,11.2,20.1,-8.9,-0.78,-0.23,4171,338637,IT1,966666.6666666666,
683,ITA-Serie A,2021,Benevento,Federico Barba,ITA,DF,26.0,1993.0,32.0,31.0,2659.0,29.5,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.8,0.8,1.4,2.2,23.0,80.0,26.0,0.0,0.07,0.07,0.0,0.07,0.03,0.05,0.08,0.03,0.08,ITA,DF,26.0,1993.0,29.5,0.0,13.0,3.0,23.1,0.44,0.1,0.0,0.0,14.4,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,ITA,DF,26.0,1993.0,29.5,1095.0,1396.0,78.4,19174.0,7531.0,465.0,527.0,88.2,496.0,606.0,81.8,101.0,198.0,51.0,2.0,1.4,1.3,0.6,13.0,56.0,14.0,4.0,80.0,ITA,DF,26.0,1993.0,29.5,1396.0,1152.0,240.0,61.0,0.0,4.0,38.0,171.0,0.0,0.0,0.0,0.0,1095.0,4.0,23.0,ITA,DF,26.0,1993.0,29.5,29.0,0.98,23.0,2.0,0.0,3.0,1.0,0.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0,ITA,DF,26.0,1993.0,29.5,31.0,16.0,22.0,8.0,1.0,21.0,35.0,60.0,14.0,39.0,18.0,21.0,48.0,79.0,94.0,4.0,ITA,DF,26.0,1993.0,29.5,1672.0,154.0,817.0,669.0,201.0,25.0,1672.0,8.0,5.0,62.5,3.0,37.5,760.0,3883.0,2099.0,23.0,22.0,1.0,14.0,6.0,891.0,26.0,ITA,DF,26.0,1993.0,32,2659.0,83.0,77.7,29.5,31,85.0,26.0,1,16.0,0,0.84,30.0,55.0,-25.0,-0.85,0.34,31.7,46.1,-14.4,-0.49,0.61,4171,165873,IT1,1433333.3333333333,
684,ITA-Serie A,2021,Benevento,Gabriele Moncini,ITA,"FW,MF",24.0,1996.0,10.0,4.0,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,3.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.22,0.18,0.22,ITA,"FW,MF",24.0,1996.0,4.0,0.0,8.0,1.0,12.5,2.02,0.25,0.0,0.0,13.8,0.0,0.0,0.0,0.7,0.7,0.09,-0.7,-0.7,ITA,"FW,MF",24.0,1996.0,4.0,52.0,87.0,59.8,673.0,124.0,37.0,60.0,61.7,9.0,17.0,52.9,3.0,4.0,75.0,0.0,0.2,0.1,-0.2,3.0,4.0,0.0,0.0,5.0,ITA,"FW,MF",24.0,1996.0,4.0,87.0,77.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,1.0,ITA,"FW,MF",24.0,1996.0,4.0,7.0,1.76,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,"FW,MF",24.0,1996.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,ITA,"FW,MF",24.0,1996.0,4.0,129.0,4.0,10.0,83.0,39.0,13.0,129.0,6.0,4.0,66.7,2.0,33.3,73.0,304.0,86.0,3.0,1.0,2.0,12.0,3.0,96.0,21.0,ITA,"FW,MF",24.0,1996.0,10,357.0,36.0,10.4,4.0,4,57.0,0.0,6,22.0,7,1.1,4.0,9.0,-5.0,-1.26,-0.38,4.3,5.9,-1.5,-0.39,0.26,4171,238977,IT1,1133333.3333333333,
685,ITA-Serie A,2021,Benevento,Gaetano Letizia,ITA,DF,30.0,1990.0,24.0,18.0,1570.0,17.4,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.4,0.4,1.2,1.6,49.0,59.0,65.0,0.17,0.06,0.23,0.17,0.23,0.02,0.07,0.09,0.02,0.09,ITA,DF,30.0,1990.0,17.4,3.0,13.0,7.0,53.8,0.75,0.4,0.23,0.43,22.7,0.0,0.0,0.0,0.4,0.4,0.03,2.6,2.6,ITA,DF,30.0,1990.0,17.4,670.0,890.0,75.3,11927.0,4614.0,301.0,338.0,89.1,270.0,343.0,78.7,79.0,154.0,51.3,1.0,1.2,2.3,-0.2,14.0,41.0,32.0,21.0,59.0,ITA,DF,30.0,1990.0,17.4,890.0,734.0,150.0,27.0,0.0,11.0,84.0,120.0,3.0,1.0,1.0,0.0,670.0,6.0,21.0,ITA,DF,30.0,1990.0,17.4,39.0,2.24,29.0,5.0,2.0,1.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,30.0,1990.0,17.4,36.0,25.0,19.0,13.0,4.0,17.0,36.0,47.2,19.0,15.0,3.0,12.0,20.0,56.0,42.0,1.0,ITA,DF,30.0,1990.0,17.4,1044.0,72.0,368.0,428.0,258.0,14.0,1044.0,19.0,13.0,68.4,6.0,31.6,534.0,3109.0,1830.0,49.0,33.0,3.0,18.0,12.0,597.0,65.0,ITA,DF,30.0,1990.0,24,1570.0,65.0,45.9,17.4,18,79.0,13.0,6,26.0,0,0.88,19.0,30.0,-11.0,-0.63,0.54,17.5,30.8,-13.3,-0.76,-0.26,4171,160560,IT1,1766666.6666666667,
686,ITA-Serie A,2021,Benevento,Gianluca Lapadula,PER,FW,30.0,1990.0,37.0,29.0,2563.0,28.5,8.0,2.0,10.0,8.0,0.0,1.0,2.0,0.0,9.7,8.8,3.7,12.5,42.0,44.0,169.0,0.28,0.07,0.35,0.28,0.35,0.34,0.13,0.47,0.31,0.44,PER,FW,30.0,1990.0,28.5,8.0,75.0,28.0,37.3,2.63,0.98,0.11,0.29,16.1,5.0,0.0,1.0,9.7,8.8,0.12,-1.7,-0.8,PER,FW,30.0,1990.0,28.5,320.0,470.0,68.1,4204.0,895.0,194.0,256.0,75.8,88.0,123.0,71.5,13.0,19.0,68.4,2.0,3.7,1.9,-1.7,33.0,12.0,11.0,1.0,44.0,PER,FW,30.0,1990.0,28.5,470.0,426.0,44.0,0.0,1.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,320.0,0.0,17.0,PER,FW,30.0,1990.0,28.5,72.0,2.53,50.0,1.0,3.0,7.0,9.0,2.0,8.0,0.28,4.0,0.0,0.0,1.0,3.0,0.0,PER,FW,30.0,1990.0,28.5,22.0,12.0,3.0,13.0,6.0,6.0,25.0,24.0,19.0,18.0,3.0,15.0,5.0,27.0,16.0,0.0,PER,FW,30.0,1990.0,28.5,742.0,22.0,50.0,296.0,411.0,160.0,741.0,22.0,16.0,72.7,6.0,27.3,396.0,2131.0,1041.0,42.0,27.0,22.0,64.0,37.0,542.0,169.0,PER,FW,30.0,1990.0,37,2563.0,69.0,74.9,28.5,29,79.0,10.0,8,32.0,1,0.86,30.0,51.0,-21.0,-0.74,0.73,33.0,45.3,-12.3,-0.43,0.76,4171,130394,IT1,4125000.0,
687,ITA-Serie A,2021,Benevento,Giuseppe Di Serio,ITA,"FW,MF",19.0,2001.0,16.0,1.0,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.7,9.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.21,0.2,0.21,ITA,"FW,MF",19.0,2001.0,3.2,0.0,4.0,2.0,50.0,1.23,0.62,0.0,0.0,16.6,0.0,0.0,0.0,0.6,0.6,0.16,-0.6,-0.6,ITA,"FW,MF",19.0,2001.0,3.2,55.0,74.0,74.3,728.0,219.0,25.0,30.0,83.3,21.0,24.0,87.5,2.0,5.0,40.0,0.0,0.0,0.4,0.0,1.0,2.0,3.0,0.0,10.0,ITA,"FW,MF",19.0,2001.0,3.2,74.0,71.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,4.0,ITA,"FW,MF",19.0,2001.0,3.2,8.0,2.47,5.0,0.0,0.0,2.0,1.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,ITA,"FW,MF",19.0,2001.0,3.2,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,0.0,2.0,4.0,0.0,ITA,"FW,MF",19.0,2001.0,3.2,106.0,3.0,14.0,41.0,53.0,10.0,106.0,6.0,6.0,100.0,0.0,0.0,66.0,442.0,227.0,9.0,5.0,3.0,10.0,12.0,86.0,15.0,ITA,"FW,MF",19.0,2001.0,16,292.0,18.0,8.5,3.2,1,87.0,0.0,15,14.0,22,1.19,4.0,7.0,-3.0,-0.92,0.0,4.1,7.8,-3.7,-1.16,-0.58,4171,532040,IT1,390000.0,
688,ITA-Serie A,2021,Benevento,Iago Falque,ESP,"MF,FW",30.0,1990.0,11.0,4.0,358.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.2,1.7,16.0,26.0,31.0,0.25,0.25,0.5,0.25,0.5,0.11,0.31,0.42,0.11,0.42,ESP,"MF,FW",30.0,1990.0,4.0,1.0,11.0,1.0,9.1,2.77,0.25,0.09,1.0,21.1,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,ESP,"MF,FW",30.0,1990.0,4.0,159.0,212.0,75.0,2593.0,726.0,82.0,88.0,93.2,58.0,74.0,78.4,14.0,37.0,37.8,1.0,1.2,1.7,-0.2,13.0,15.0,15.0,3.0,26.0,ESP,"MF,FW",30.0,1990.0,4.0,212.0,189.0,23.0,6.0,1.0,1.0,30.0,2.0,12.0,7.0,4.0,0.0,159.0,0.0,6.0,ESP,"MF,FW",30.0,1990.0,4.0,28.0,7.04,21.0,2.0,3.0,2.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,ESP,"MF,FW",30.0,1990.0,4.0,4.0,2.0,2.0,2.0,0.0,1.0,6.0,16.7,5.0,4.0,1.0,3.0,0.0,4.0,1.0,0.0,ESP,"MF,FW",30.0,1990.0,4.0,266.0,1.0,24.0,124.0,123.0,16.0,266.0,17.0,7.0,41.2,10.0,58.8,162.0,1105.0,554.0,16.0,11.0,7.0,11.0,6.0,186.0,31.0,ESP,"MF,FW",30.0,1990.0,11,358.0,33.0,10.5,4.0,4,60.0,0.0,7,17.0,6,0.55,6.0,7.0,-1.0,-0.25,0.75,5.9,8.4,-2.5,-0.64,-0.02,4171,59340,IT1,3333333.3333333335,
689,ITA-Serie A,2021,Torino,Iago Falque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP,"FW,MF",30.0,1990.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,4171,59340,IT1,3333333.3333333335,
690,ITA-Serie A,2021,Benevento,Kamil Glik,POL,DF,32.0,1988.0,36.0,36.0,3206.0,35.6,2.0,1.0,3.0,2.0,0.0,0.0,10.0,1.0,3.4,3.4,0.7,4.2,3.0,67.0,7.0,0.06,0.03,0.08,0.06,0.08,0.1,0.02,0.12,0.1,0.12,POL,DF,32.0,1988.0,35.6,2.0,29.0,11.0,37.9,0.81,0.31,0.07,0.18,11.6,0.0,0.0,0.0,3.4,3.4,0.12,-1.4,-1.4,POL,DF,32.0,1988.0,35.6,1148.0,1301.0,88.2,23627.0,7644.0,308.0,345.0,89.3,663.0,709.0,93.5,154.0,214.0,72.0,1.0,0.7,0.5,0.3,4.0,37.0,0.0,0.0,67.0,POL,DF,32.0,1988.0,35.6,1301.0,1233.0,65.0,57.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1148.0,3.0,0.0,POL,DF,32.0,1988.0,35.6,18.0,0.51,14.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POL,DF,32.0,1988.0,35.6,44.0,24.0,33.0,10.0,1.0,25.0,53.0,47.2,28.0,37.0,31.0,6.0,62.0,106.0,153.0,0.0,POL,DF,32.0,1988.0,35.6,1663.0,290.0,1022.0,586.0,64.0,46.0,1663.0,4.0,2.0,50.0,2.0,50.0,789.0,3341.0,1663.0,3.0,6.0,0.0,14.0,4.0,944.0,7.0,POL,DF,32.0,1988.0,36,3206.0,89.0,93.7,35.6,36,89.0,35.0,0,,0,0.83,39.0,73.0,-34.0,-0.95,-0.53,39.8,59.8,-20.0,-0.56,0.98,4171,46552,IT1,2333333.3333333335,
691,ITA-Serie A,2021,Benevento,Lorenzo Montipò,ITA,GK,24.0,1996.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,24.0,1996.0,37.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,ITA,GK,24.0,1996.0,37.0,803.0,1242.0,64.7,24351.0,17210.0,141.0,142.0,99.3,294.0,307.0,95.8,362.0,780.0,46.4,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,ITA,GK,24.0,1996.0,37.0,1242.0,788.0,449.0,178.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,5.0,2.0,ITA,GK,24.0,1996.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,24.0,1996.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,16.0,3.0,ITA,GK,24.0,1996.0,37.0,1338.0,1090.0,1334.0,4.0,0.0,0.0,1338.0,0.0,0.0,,0.0,,607.0,3296.0,1790.0,0.0,0.0,0.0,1.0,0.0,523.0,0.0,ITA,GK,24.0,1996.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,0.86,39.0,74.0,-35.0,-0.95,-0.95,40.2,63.1,-22.9,-0.62,0.15,276,241923,IT1,3075000.0,Hellas Verona
692,ITA-Serie A,2021,Benevento,Marco Sau,ITA,"MF,FW",32.0,1987.0,24.0,9.0,785.0,8.7,4.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,2.4,1.6,1.8,3.4,13.0,17.0,58.0,0.46,0.23,0.69,0.34,0.57,0.28,0.21,0.48,0.19,0.39,ITA,"MF,FW",32.0,1987.0,8.7,4.0,10.0,5.0,50.0,1.15,0.57,0.3,0.6,17.3,1.0,1.0,1.0,2.4,1.6,0.16,1.6,1.4,ITA,"MF,FW",32.0,1987.0,8.7,182.0,268.0,67.9,2719.0,611.0,94.0,121.0,77.7,65.0,90.0,72.2,14.0,36.0,38.9,2.0,1.8,1.3,0.2,19.0,9.0,6.0,1.0,17.0,ITA,"MF,FW",32.0,1987.0,8.7,268.0,216.0,51.0,18.0,0.0,0.0,40.0,0.0,19.0,5.0,13.0,0.0,182.0,1.0,6.0,ITA,"MF,FW",32.0,1987.0,8.7,32.0,3.67,19.0,9.0,0.0,1.0,3.0,0.0,4.0,0.46,2.0,1.0,0.0,0.0,1.0,0.0,ITA,"MF,FW",32.0,1987.0,8.7,6.0,2.0,0.0,6.0,0.0,1.0,16.0,6.3,15.0,7.0,0.0,7.0,5.0,11.0,3.0,0.0,ITA,"MF,FW",32.0,1987.0,8.7,357.0,4.0,43.0,160.0,158.0,39.0,356.0,18.0,11.0,61.1,7.0,38.9,209.0,1171.0,396.0,13.0,11.0,6.0,29.0,12.0,227.0,58.0,ITA,"MF,FW",32.0,1987.0,24,785.0,33.0,23.0,8.7,9,59.0,1.0,15,17.0,6,0.96,7.0,21.0,-14.0,-1.61,-0.89,8.0,14.5,-6.5,-0.75,-0.16,4171,55801,IT1,433333.3333333333,
693,ITA-Serie A,2021,Benevento,Nicolas Viola,ITA,MF,30.0,1989.0,17.0,12.0,1036.0,11.5,5.0,2.0,7.0,1.0,4.0,4.0,1.0,0.0,3.8,0.6,1.7,2.4,10.0,41.0,13.0,0.43,0.17,0.61,0.09,0.26,0.33,0.15,0.48,0.06,0.21,ITA,MF,30.0,1989.0,11.5,5.0,14.0,4.0,28.6,1.22,0.35,0.07,0.25,29.1,2.0,4.0,4.0,3.8,0.6,0.05,1.2,0.4,ITA,MF,30.0,1989.0,11.5,333.0,500.0,66.6,6070.0,2329.0,152.0,179.0,84.9,115.0,161.0,71.4,47.0,123.0,38.2,2.0,1.7,1.2,0.3,19.0,30.0,12.0,1.0,41.0,ITA,MF,30.0,1989.0,11.5,500.0,415.0,82.0,50.0,2.0,3.0,47.0,2.0,29.0,11.0,17.0,0.0,333.0,3.0,8.0,ITA,MF,30.0,1989.0,11.5,33.0,2.87,20.0,8.0,2.0,2.0,1.0,0.0,6.0,0.52,3.0,2.0,1.0,0.0,0.0,0.0,ITA,MF,30.0,1989.0,11.5,16.0,9.0,2.0,11.0,3.0,6.0,28.0,21.4,22.0,10.0,3.0,7.0,9.0,25.0,7.0,0.0,ITA,MF,30.0,1989.0,11.5,603.0,19.0,119.0,331.0,161.0,12.0,599.0,16.0,12.0,75.0,4.0,25.0,284.0,1587.0,729.0,10.0,6.0,1.0,18.0,7.0,342.0,13.0,ITA,MF,30.0,1989.0,17,1036.0,61.0,30.3,11.5,12,74.0,6.0,5,29.0,10,0.53,10.0,21.0,-11.0,-0.96,-0.05,10.7,19.8,-9.1,-0.79,-0.25,1025,85393,IT1,1533333.3333333333,Bologna FC 1909
694,ITA-Serie A,2021,Benevento,Pasquale Schiattarella,ITA,MF,33.0,1987.0,29.0,26.0,2247.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,13.0,1.0,0.7,0.7,2.2,2.9,24.0,144.0,9.0,0.04,0.04,0.08,0.04,0.08,0.03,0.09,0.12,0.03,0.12,ITA,MF,33.0,1987.0,25.0,1.0,11.0,6.0,54.5,0.44,0.24,0.09,0.17,15.6,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3,ITA,MF,33.0,1987.0,25.0,1091.0,1353.0,80.6,19050.0,6549.0,471.0,524.0,89.9,461.0,544.0,84.7,108.0,186.0,58.1,1.0,2.2,1.4,-1.2,25.0,131.0,24.0,2.0,144.0,ITA,MF,33.0,1987.0,25.0,1353.0,1250.0,91.0,85.0,3.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0,1091.0,12.0,18.0,ITA,MF,33.0,1987.0,25.0,57.0,2.28,47.0,2.0,2.0,3.0,1.0,2.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,ITA,MF,33.0,1987.0,25.0,37.0,22.0,25.0,12.0,0.0,19.0,47.0,40.4,28.0,19.0,5.0,14.0,32.0,69.0,29.0,2.0,ITA,MF,33.0,1987.0,25.0,1535.0,65.0,401.0,967.0,182.0,9.0,1535.0,17.0,15.0,88.2,2.0,11.8,851.0,3855.0,2095.0,24.0,21.0,2.0,19.0,11.0,1011.0,9.0,ITA,MF,33.0,1987.0,29,2247.0,77.0,65.7,25.0,26,83.0,18.0,3,27.0,2,0.79,27.0,52.0,-25.0,-1.0,-0.23,27.3,44.5,-17.2,-0.69,-0.19,4171,56762,IT1,900000.0,
695,ITA-Serie A,2021,Benevento,Riccardo Improta,ITA,"DF,MF",26.0,1993.0,34.0,23.0,2335.0,25.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,2.4,4.4,58.0,81.0,139.0,0.04,0.0,0.04,0.04,0.04,0.08,0.09,0.17,0.08,0.17,ITA,"DF,MF",26.0,1993.0,25.9,1.0,35.0,6.0,17.1,1.35,0.23,0.03,0.17,19.0,0.0,0.0,0.0,2.0,2.0,0.06,-1.0,-1.0,ITA,"DF,MF",26.0,1993.0,25.9,658.0,936.0,70.3,10025.0,4208.0,362.0,428.0,84.6,213.0,291.0,73.2,51.0,116.0,44.0,0.0,2.4,2.6,-2.4,21.0,66.0,33.0,18.0,81.0,ITA,"DF,MF",26.0,1993.0,25.9,936.0,853.0,80.0,8.0,0.0,2.0,77.0,71.0,0.0,0.0,0.0,0.0,658.0,3.0,46.0,ITA,"DF,MF",26.0,1993.0,25.9,60.0,2.31,50.0,2.0,2.0,4.0,2.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0,ITA,"DF,MF",26.0,1993.0,25.9,39.0,23.0,25.0,8.0,6.0,21.0,45.0,46.7,24.0,23.0,4.0,19.0,28.0,67.0,47.0,0.0,ITA,"DF,MF",26.0,1993.0,25.9,1205.0,70.0,297.0,499.0,423.0,53.0,1205.0,38.0,24.0,63.2,14.0,36.8,665.0,4020.0,2200.0,58.0,50.0,10.0,35.0,19.0,788.0,139.0,ITA,"DF,MF",26.0,1993.0,34,2335.0,69.0,68.3,25.9,23,85.0,15.0,11,34.0,1,0.91,26.0,50.0,-24.0,-0.93,-0.01,29.8,40.9,-11.1,-0.43,0.61,4171,163489,IT1,1366666.6666666667,
